%
% Citation Request :
% 1. OZKAN I.A., KOKLU M. and SARACOGLU R. (2021). Classification of Pistachio Species Using Improved K-NN Classifier. Progress in Nutrition, Vol. 23, N. 2, pp. DOI:10.23751/pn.v23i2.9686.  (Open Access) 
% 
% 2. SINGH D, TASPINAR YS, KURSUN R, CINAR I, KOKLU M, OZKAN IA, LEE H-N., (2022). Classification and Analysis of Pistachio Species with Pre-Trained Deep Learning Models, Electronics, 11 (7), 981. https://doi.org/10.3390/electronics11070981. (Open Access)
% DATASET: https://www.muratkoklu.com/datasets/
% Article Download (PDF): https://www.mattioli1885journals.com/index.php/progressinnutrition/article/view/9686/9178
% https://www.mdpi.com/2079-9292/11/7/981/pdf


@RELATION Pistachio_16_Features_Dataset
@ATTRIBUTE AREA	INTEGER
@ATTRIBUTE PERIMETER	REAL
@ATTRIBUTE MAJOR_AXIS	REAL
@ATTRIBUTE MINOR_AXIS	REAL
@ATTRIBUTE ECCENTRICITY	REAL
@ATTRIBUTE EQDIASQ	REAL
@ATTRIBUTE SOLIDITY	REAL
@ATTRIBUTE CONVEX_AREA	INTEGER
@ATTRIBUTE EXTENT	REAL
@ATTRIBUTE ASPECT_RATIO	REAL
@ATTRIBUTE ROUNDNESS	REAL
@ATTRIBUTE COMPACTNESS	REAL
@ATTRIBUTE SHAPEFACTOR_1	REAL
@ATTRIBUTE SHAPEFACTOR_2	REAL
@ATTRIBUTE SHAPEFACTOR_3	REAL
@ATTRIBUTE SHAPEFACTOR_4	REAL
@ATTRIBUTE Class	{Kirmizi_Pistachio, Siit_Pistachio}

@DATA
97523,1212.458,468.6178,266.0325,0.8232,352.3778,0.9903,98477,0.7536,1.7615,0.8336,0.752,0.0048,0.0027,0.5654,0.996,Siit_Pistachio
101104,1889.661,447.708,303.5615,0.735,358.7891,0.9262,109162,0.7241,1.4749,0.3558,0.8014,0.0044,0.003,0.6422,0.9472,Siit_Pistachio
102316,1301.27,480.5337,277.3389,0.8166,360.9332,0.9549,107154,0.677,1.7327,0.7593,0.7511,0.0047,0.0027,0.5642,0.9775,Siit_Pistachio
101260,1264.635,476.2528,271.1042,0.8222,359.0658,0.9872,102571,0.7683,1.7567,0.7956,0.7539,0.0047,0.0027,0.5684,0.9986,Siit_Pistachio
81288,1107.4919,420.8274,246.9969,0.8096,321.7128,0.989,82190,0.7483,1.7038,0.8328,0.7645,0.0052,0.003,0.5844,0.9957,Siit_Pistachio
85885,1813.851,438.9585,253.8259,0.8159,330.6844,0.9619,89283,0.7378,1.7294,0.328,0.7533,0.0051,0.003,0.5675,0.9814,Siit_Pistachio
98246,1249.858,495.2744,262.6487,0.8478,353.6816,0.9354,105029,0.6794,1.8857,0.7903,0.7141,0.005,0.0027,0.51,0.9616,Siit_Pistachio
100408,1271.1169,482.7968,265.6297,0.835,357.552,0.9898,101444,0.7655,1.8176,0.7809,0.7406,0.0048,0.0026,0.5485,0.9969,Siit_Pistachio
87941,1180.718,423.2647,269.7154,0.7707,334.6191,0.9653,91103,0.741,1.5693,0.7927,0.7906,0.0048,0.0031,0.625,0.9808,Siit_Pistachio
83004,1997.526,463.2641,255.4738,0.8342,325.0907,0.8959,92649,0.6283,1.8134,0.2614,0.7017,0.0056,0.0031,0.4924,0.893,Siit_Pistachio
104566,1303.79,509.4659,262.3957,0.8572,364.8802,0.9879,105844,0.7596,1.9416,0.773,0.7162,0.0049,0.0025,0.5129,0.9959,Siit_Pistachio
84901,1212.944,462.0607,242.8856,0.8507,328.7846,0.9489,89470,0.7107,1.9024,0.7252,0.7116,0.0054,0.0029,0.5063,0.9632,Siit_Pistachio
116282,1319.3621,513.4813,289.3589,0.8261,384.779,0.9889,117589,0.7592,1.7745,0.8394,0.7494,0.0044,0.0025,0.5615,0.9965,Siit_Pistachio
105498,1458.704,489.1142,277.4973,0.8235,366.5027,0.9676,109033,0.7251,1.7626,0.623,0.7493,0.0046,0.0026,0.5615,0.9897,Siit_Pistachio
84774,1149.198,471.3389,229.7515,0.8732,328.5386,0.9913,85516,0.7527,2.0515,0.8066,0.697,0.0056,0.0027,0.4859,0.9967,Siit_Pistachio
95181,2403.8689,459.569,309.3443,0.7395,348.121,0.8476,112300,0.6703,1.4856,0.207,0.7575,0.0048,0.0033,0.5738,0.8524,Siit_Pistachio
83309,1153.142,465.9416,228.3285,0.8717,325.6874,0.9888,84251,0.7979,2.0407,0.7873,0.699,0.0056,0.0027,0.4886,0.997,Siit_Pistachio
87946,1372.356,439.0056,260.805,0.8044,334.6286,0.95,92571,0.7303,1.6833,0.5868,0.7622,0.005,0.003,0.581,0.978,Siit_Pistachio
90882,1277.0389,468.5574,249.1707,0.8469,340.1684,0.9684,93847,0.769,1.8805,0.7003,0.726,0.0052,0.0027,0.5271,0.9911,Siit_Pistachio
96996,1638.705,453.3046,277.1596,0.7913,351.4244,0.9573,101320,0.6395,1.6355,0.4539,0.7753,0.0047,0.0029,0.601,0.983,Siit_Pistachio
87431,2142.7661,475.55,245.4829,0.8565,333.6474,0.906,96500,0.7425,1.9372,0.2393,0.7016,0.0054,0.0028,0.4922,0.9536,Siit_Pistachio
90519,1172.703,444.4282,262.2431,0.8074,339.4884,0.985,91894,0.7794,1.6947,0.8271,0.7639,0.0049,0.0029,0.5835,0.9889,Siit_Pistachio
91872,1597.355,454.8238,264.0024,0.8143,342.0162,0.9403,97708,0.6575,1.7228,0.4525,0.752,0.005,0.0029,0.5655,0.9742,Siit_Pistachio
97495,2725.947,468.5151,297.1961,0.7731,352.3272,0.8712,111913,0.7119,1.5765,0.1649,0.752,0.0048,0.003,0.5655,0.8915,Siit_Pistachio
93391,1274.9709,470.119,257.8197,0.8362,344.832,0.9544,97851,0.7136,1.8234,0.722,0.7335,0.005,0.0028,0.538,0.9811,Siit_Pistachio
77320,1134.866,440.9929,224.0383,0.8613,313.7625,0.9858,78430,0.7391,1.9684,0.7544,0.7115,0.0057,0.0029,0.5062,0.9964,Siit_Pistachio
93150,1340.954,489.1097,256.4516,0.8515,344.3868,0.9304,100116,0.7201,1.9072,0.651,0.7041,0.0053,0.0028,0.4958,0.9455,Siit_Pistachio
81021,1874.4659,433.5255,247.8935,0.8204,321.184,0.9243,87654,0.7083,1.7488,0.2898,0.7409,0.0054,0.0031,0.5489,0.9599,Siit_Pistachio
88499,1209.719,442.6725,257.999,0.8126,335.679,0.9795,90351,0.7419,1.7158,0.7599,0.7583,0.005,0.0029,0.575,0.9866,Siit_Pistachio
86132,1156.824,434.5433,255.4709,0.8089,331.1596,0.978,88066,0.7226,1.701,0.8088,0.7621,0.005,0.003,0.5808,0.9879,Siit_Pistachio
85964,1202.74,409.2668,269.569,0.7524,330.8365,0.9839,87368,0.7196,1.5182,0.7468,0.8084,0.0048,0.0031,0.6535,0.9921,Siit_Pistachio
83070,2202.99,462.9867,292.8802,0.7745,325.2199,0.8159,101817,0.623,1.5808,0.2151,0.7024,0.0056,0.0035,0.4934,0.78,Siit_Pistachio
90213,1171.828,441.6582,261.9854,0.8051,338.9141,0.985,91587,0.7541,1.6858,0.8256,0.7674,0.0049,0.0029,0.5889,0.9927,Siit_Pistachio
83499,1321.189,440.926,249.5855,0.8244,326.0586,0.9319,89602,0.7363,1.7666,0.6011,0.7395,0.0053,0.003,0.5468,0.9661,Siit_Pistachio
78780,1324.8831,451.5905,239.3016,0.8481,316.7109,0.9328,84454,0.7021,1.8871,0.564,0.7013,0.0057,0.003,0.4919,0.9282,Siit_Pistachio
85262,2740.543,480.6518,278.4651,0.8151,329.4828,0.826,103219,0.6582,1.7261,0.1427,0.6855,0.0056,0.0033,0.4699,0.8111,Siit_Pistachio
97271,1175.4969,448.8566,279.6284,0.7822,351.9223,0.9919,98070,0.743,1.6052,0.8846,0.784,0.0046,0.0029,0.6147,0.9867,Siit_Pistachio
81286,1105.582,423.8947,246.3304,0.8138,321.7088,0.9887,82215,0.7775,1.7208,0.8357,0.7589,0.0052,0.003,0.576,0.9912,Siit_Pistachio
87604,2022.63,468.8341,257.6761,0.8354,333.9774,0.908,96480,0.694,1.8195,0.2691,0.7124,0.0054,0.0029,0.5075,0.9233,Siit_Pistachio
83595,2267.572,467.6279,239.1878,0.8593,326.246,0.9202,90849,0.7339,1.9551,0.2043,0.6977,0.0056,0.0029,0.4867,0.9516,Siit_Pistachio
80192,1939.8,427.733,292.1751,0.7303,319.5366,0.8303,96587,0.6518,1.464,0.2678,0.747,0.0053,0.0036,0.5581,0.817,Siit_Pistachio
87016,1761.464,433.3289,289.7881,0.7435,332.8546,0.8608,101085,0.6469,1.4953,0.3524,0.7681,0.005,0.0033,0.59,0.8823,Siit_Pistachio
85127,1149.241,461.8566,236.2581,0.8593,329.2219,0.9928,85743,0.7726,1.9549,0.8099,0.7128,0.0054,0.0028,0.5081,0.9933,Siit_Pistachio
98991,1318.223,489.3268,259.3689,0.848,355.0201,0.9783,101188,0.767,1.8866,0.7159,0.7255,0.0049,0.0026,0.5264,0.9931,Siit_Pistachio
98363,1308.22,499.5898,251.2366,0.8644,353.8922,0.9899,99364,0.7841,1.9885,0.7222,0.7084,0.0051,0.0026,0.5018,0.9978,Siit_Pistachio
96992,1205.261,449.3745,275.9311,0.7893,351.4172,0.9898,97988,0.7732,1.6286,0.839,0.782,0.0046,0.0028,0.6115,0.9959,Siit_Pistachio
98920,1404.621,500.8545,252.8071,0.8633,354.8927,0.9884,100078,0.7728,1.9812,0.6301,0.7086,0.0051,0.0026,0.5021,0.9947,Siit_Pistachio
93361,1255.563,499.7482,239.8518,0.8773,344.7766,0.9859,94692,0.7139,2.0836,0.7442,0.6899,0.0054,0.0026,0.476,0.9917,Siit_Pistachio
89053,1369.9399,452.9923,267.7312,0.8067,336.7281,0.9194,96863,0.7175,1.692,0.5963,0.7433,0.0051,0.003,0.5526,0.9349,Siit_Pistachio
92058,1171.624,468.6358,250.8758,0.8446,342.3622,0.9926,92741,0.739,1.868,0.8427,0.7306,0.0051,0.0027,0.5337,0.997,Siit_Pistachio
98740,1227.058,486.8997,259.8346,0.8457,354.5697,0.9925,99487,0.7484,1.8739,0.8241,0.7282,0.0049,0.0026,0.5303,0.9937,Siit_Pistachio
96105,1219.896,471.6762,260.2687,0.834,349.8066,0.9896,97116,0.7357,1.8123,0.8115,0.7416,0.0049,0.0027,0.55,0.9968,Siit_Pistachio
98959,1328.33,469.5879,287.2536,0.7911,354.9627,0.9078,109005,0.688,1.6348,0.7048,0.7559,0.0047,0.0029,0.5714,0.9341,Siit_Pistachio
100078,1239.295,491.6648,266.5896,0.8402,356.964,0.9584,104419,0.721,1.8443,0.8188,0.726,0.0049,0.0027,0.5271,0.9722,Siit_Pistachio
89898,2532.0271,471.0031,270.694,0.8184,338.3219,0.876,102626,0.6604,1.74,0.1762,0.7183,0.0052,0.003,0.516,0.8978,Siit_Pistachio
73036,1550.027,374.4447,257.1562,0.7269,304.9464,0.9381,77859,0.7186,1.4561,0.382,0.8144,0.0051,0.0035,0.6632,0.9657,Siit_Pistachio
107570,2490.2629,476.4575,309.4414,0.7604,370.0843,0.9253,116260,0.752,1.5397,0.218,0.7767,0.0044,0.0029,0.6033,0.929,Siit_Pistachio
92123,1313.1591,454.3773,259.5891,0.8207,342.4831,0.9851,93520,0.7814,1.7504,0.6713,0.7537,0.0049,0.0028,0.5681,0.9944,Siit_Pistachio
91237,2107.1909,447.5612,272.9561,0.7925,340.8322,0.9314,97957,0.7562,1.6397,0.2582,0.7615,0.0049,0.003,0.5799,0.9509,Siit_Pistachio
87112,1203.757,460.1062,243.2671,0.8488,333.0382,0.9742,89421,0.7639,1.8914,0.7555,0.7238,0.0053,0.0028,0.5239,0.9909,Siit_Pistachio
103290,1367.975,491.5331,269.0327,0.8369,362.6471,0.9854,104823,0.7704,1.827,0.6936,0.7378,0.0048,0.0026,0.5443,0.9945,Siit_Pistachio
103577,1325.3361,496.9308,266.4879,0.844,363.1506,0.9874,104898,0.7684,1.8647,0.741,0.7308,0.0048,0.0026,0.534,0.9959,Siit_Pistachio
84000,1195.942,442.6494,245.3055,0.8324,327.0353,0.9701,86587,0.7237,1.8045,0.738,0.7388,0.0053,0.0029,0.5458,0.985,Siit_Pistachio
92530,2056.0229,427.1877,295.0516,0.7232,343.2388,0.929,99604,0.7498,1.4478,0.2751,0.8035,0.0046,0.0032,0.6456,0.9347,Siit_Pistachio
90330,1272.631,443.6302,271.3214,0.7912,339.1338,0.9274,97406,0.6852,1.6351,0.7009,0.7645,0.0049,0.003,0.5844,0.9555,Siit_Pistachio
89959,2383.783,475.0533,255.251,0.8434,338.4366,0.9179,98002,0.7279,1.8611,0.1989,0.7124,0.0053,0.0028,0.5075,0.9446,Siit_Pistachio
58352,1141.791,449.2617,171.062,0.9247,272.5731,0.9765,59754,0.6487,2.6263,0.5625,0.6067,0.0077,0.0029,0.3681,0.9667,Siit_Pistachio
100235,1370.797,431.2668,303.1488,0.7113,357.2438,0.9604,104372,0.7492,1.4226,0.6703,0.8284,0.0043,0.003,0.6862,0.9762,Siit_Pistachio
92023,1260.775,502.5042,235.1234,0.8838,342.2971,0.9844,93479,0.7635,2.1372,0.7275,0.6812,0.0055,0.0026,0.464,0.9917,Siit_Pistachio
90071,1192.386,476.4101,241.2878,0.8623,338.6472,0.989,91071,0.7384,1.9744,0.7961,0.7108,0.0053,0.0027,0.5053,0.9977,Siit_Pistachio
75910,1940.187,414.5405,268.6004,0.7617,310.8884,0.8752,86732,0.7025,1.5433,0.2534,0.75,0.0055,0.0035,0.5624,0.868,Siit_Pistachio
78957,1252.6639,414.891,249.5627,0.7989,317.0665,0.923,85544,0.6646,1.6625,0.6323,0.7642,0.0053,0.0032,0.584,0.9709,Siit_Pistachio
92368,1332.704,455.4744,263.1371,0.8162,342.9382,0.9486,97373,0.7341,1.7309,0.6535,0.7529,0.0049,0.0028,0.5669,0.9813,Siit_Pistachio
97002,1389.7,482.9794,258.5625,0.8446,351.4353,0.966,100419,0.7588,1.8679,0.6312,0.7276,0.005,0.0027,0.5295,0.989,Siit_Pistachio
103770,1294.868,460.4921,289.4618,0.7777,363.4887,0.985,105347,0.7532,1.5909,0.7777,0.7893,0.0044,0.0028,0.6231,0.9912,Siit_Pistachio
87710,2547.3,461.9934,259.4555,0.8274,334.1794,0.9109,96289,0.7221,1.7806,0.1699,0.7233,0.0053,0.003,0.5232,0.9317,Siit_Pistachio
108710,1365.374,460.5267,307.9664,0.7435,372.0402,0.9512,114282,0.7526,1.4954,0.7328,0.8079,0.0042,0.0028,0.6526,0.9759,Siit_Pistachio
88835,2115.2261,456.2918,254.1708,0.8305,336.3157,0.9458,93926,0.6745,1.7952,0.2495,0.7371,0.0051,0.0029,0.5433,0.9753,Siit_Pistachio
98560,2034.28,435.5154,315.6377,0.689,354.2464,0.8665,113742,0.7137,1.3798,0.2993,0.8134,0.0044,0.0032,0.6616,0.9129,Siit_Pistachio
93843,2097.2219,452.0853,289.6256,0.7678,345.6655,0.9016,104084,0.6178,1.5609,0.2681,0.7646,0.0048,0.0031,0.5846,0.9125,Siit_Pistachio
94564,1833.097,430.755,295.7373,0.7271,346.9908,0.923,102457,0.6634,1.4565,0.3536,0.8055,0.0046,0.0031,0.6489,0.9451,Siit_Pistachio
75288,1545.11,428.8627,230.8789,0.8427,309.6121,0.9377,80294,0.7303,1.8575,0.3963,0.7219,0.0057,0.0031,0.5212,0.9681,Siit_Pistachio
87332,1940.563,435.628,276.4739,0.7728,333.4585,0.9016,96868,0.7205,1.5757,0.2914,0.7655,0.005,0.0032,0.5859,0.9232,Siit_Pistachio
80345,1748.5389,430.1092,264.7543,0.7881,319.8412,0.9066,88619,0.7165,1.6246,0.3302,0.7436,0.0054,0.0033,0.553,0.8984,Siit_Pistachio
76408,1382.704,414.3398,238.6144,0.8175,311.9065,0.9658,79112,0.7421,1.7364,0.5022,0.7528,0.0054,0.0031,0.5667,0.984,Siit_Pistachio
102230,1340.635,449.7473,297.3888,0.7502,360.7815,0.962,106266,0.7721,1.5123,0.7148,0.8022,0.0044,0.0029,0.6435,0.9732,Siit_Pistachio
90161,1495.119,474.6939,242.8821,0.8592,338.8164,0.9733,92631,0.7542,1.9544,0.5068,0.7138,0.0053,0.0027,0.5094,0.9957,Siit_Pistachio
80139,1075.2321,418.1198,244.6082,0.811,319.431,0.9928,80719,0.7494,1.7093,0.8711,0.764,0.0052,0.0031,0.5837,0.9977,Siit_Pistachio
75567,1397.267,421.0938,249.942,0.8048,310.1852,0.9075,83271,0.7107,1.6848,0.4864,0.7366,0.0056,0.0033,0.5426,0.9142,Siit_Pistachio
112235,2312.3169,461.6671,336.6863,0.6842,378.0239,0.9057,123924,0.7323,1.3712,0.2638,0.8188,0.0041,0.003,0.6705,0.9194,Siit_Pistachio
81654,2620.5161,424.6518,283.2006,0.7451,322.4362,0.8593,95019,0.6619,1.4995,0.1494,0.7593,0.0052,0.0035,0.5765,0.8645,Siit_Pistachio
82526,2097.7681,449.5899,331.653,0.6752,324.1533,0.74,111517,0.5987,1.3556,0.2357,0.721,0.0054,0.004,0.5198,0.7047,Siit_Pistachio
96919,1222.371,491.9507,253.8834,0.8565,351.2849,0.9836,98531,0.7459,1.9377,0.8151,0.7141,0.0051,0.0026,0.5099,0.988,Siit_Pistachio
91962,1182.855,466.2375,253.763,0.8389,342.1837,0.9923,92677,0.7643,1.8373,0.826,0.7339,0.0051,0.0028,0.5386,0.9897,Siit_Pistachio
95005,1863.434,459.6347,274.9814,0.8013,347.799,0.9395,101121,0.7287,1.6715,0.3438,0.7567,0.0048,0.0029,0.5726,0.9571,Siit_Pistachio
80294,1813.2939,427.0723,255.795,0.8008,319.7397,0.9211,87174,0.7062,1.6696,0.3069,0.7487,0.0053,0.0032,0.5605,0.9358,Siit_Pistachio
78593,2126.448,455.6613,232.1182,0.8605,316.3348,0.9297,84539,0.5844,1.9631,0.2184,0.6942,0.0058,0.003,0.482,0.9461,Siit_Pistachio
97567,2048.208,500.5765,254.489,0.8611,352.4573,0.9529,102390,0.7493,1.967,0.2923,0.7041,0.0051,0.0026,0.4958,0.9752,Siit_Pistachio
102344,1542.083,497.0168,266.3108,0.8443,360.9826,0.9701,105495,0.7686,1.8663,0.5408,0.7263,0.0049,0.0026,0.5275,0.9845,Siit_Pistachio
98571,2252.9561,468.4438,287.0826,0.7902,354.2661,0.91,108320,0.7287,1.6317,0.244,0.7563,0.0048,0.0029,0.5719,0.9332,Siit_Pistachio
89192,1221.616,470.1267,251.2646,0.8452,336.9908,0.9471,94176,0.6924,1.871,0.751,0.7168,0.0053,0.0028,0.5138,0.9614,Siit_Pistachio
104968,1532.7531,493.1212,281.9866,0.8204,365.5809,0.9461,110947,0.7532,1.7487,0.5615,0.7414,0.0047,0.0027,0.5496,0.9611,Siit_Pistachio
106889,1267.8781,506.6975,269.9413,0.8463,368.911,0.9936,107579,0.7505,1.8771,0.8356,0.7281,0.0047,0.0025,0.5301,0.995,Siit_Pistachio
77000,1945.58,450.7621,224.1405,0.8676,313.1125,0.926,83155,0.7001,2.0111,0.2556,0.6946,0.0059,0.0029,0.4825,0.9704,Siit_Pistachio
81893,2120.3181,427.4263,263.358,0.7876,322.9077,0.8873,92297,0.6737,1.623,0.2289,0.7555,0.0052,0.0032,0.5707,0.9263,Siit_Pistachio
85444,1211.75,420.3109,262.3387,0.7813,329.8343,0.9768,87470,0.7839,1.6022,0.7312,0.7847,0.0049,0.0031,0.6158,0.9866,Siit_Pistachio
84191,1876.587,427.0761,275.1285,0.7648,327.407,0.9004,93509,0.6794,1.5523,0.3004,0.7666,0.0051,0.0033,0.5877,0.9123,Siit_Pistachio
97394,1989.6639,443.2323,292.4342,0.7515,352.1447,0.9405,103560,0.7592,1.5157,0.3092,0.7945,0.0046,0.003,0.6312,0.9567,Siit_Pistachio
83080,1931.656,408.7695,270.3369,0.7501,325.2395,0.9275,89578,0.7686,1.5121,0.2798,0.7957,0.0049,0.0033,0.6331,0.9572,Siit_Pistachio
107540,1279.281,460.5191,299.0583,0.7605,370.0327,0.9894,108691,0.7519,1.5399,0.8257,0.8035,0.0043,0.0028,0.6456,0.9942,Siit_Pistachio
90319,1629.965,461.6918,254.2025,0.8348,339.1131,0.9544,94630,0.7399,1.8162,0.4272,0.7345,0.0051,0.0028,0.5395,0.9798,Siit_Pistachio
85656,1378.428,439.0403,250.0033,0.822,330.2433,0.9681,88477,0.7551,1.7561,0.5665,0.7522,0.0051,0.0029,0.5658,0.9936,Siit_Pistachio
100306,1273.4969,487.2292,265.2051,0.8389,357.3704,0.9747,102914,0.7768,1.8372,0.7772,0.7335,0.0049,0.0026,0.538,0.9884,Siit_Pistachio
103099,2306.2649,438.8541,324.9486,0.6721,362.3116,0.8909,115719,0.7248,1.3505,0.2436,0.8256,0.0043,0.0032,0.6816,0.9205,Siit_Pistachio
91128,1245.074,452.3971,258.4213,0.8208,340.6285,0.9787,93114,0.749,1.7506,0.7387,0.7529,0.005,0.0028,0.5669,0.9925,Siit_Pistachio
91907,1149.077,417.4875,282.0726,0.7372,342.0813,0.9906,92780,0.7618,1.4801,0.8747,0.8194,0.0045,0.0031,0.6714,0.9937,Siit_Pistachio
86915,1396.157,402.2745,290.544,0.6916,332.6614,0.9229,94178,0.7471,1.3846,0.5603,0.827,0.0046,0.0033,0.6838,0.9468,Siit_Pistachio
99742,1272.322,461.8434,279.9792,0.7953,356.3642,0.968,103037,0.6847,1.6496,0.7743,0.7716,0.0046,0.0028,0.5954,0.9821,Siit_Pistachio
89353,2095.228,455.6266,289.6235,0.772,337.2948,0.882,101302,0.6411,1.5732,0.2558,0.7403,0.0051,0.0032,0.548,0.8621,Siit_Pistachio
95343,1244.39,470.9836,260.328,0.8334,348.4171,0.9745,97838,0.6285,1.8092,0.7737,0.7398,0.0049,0.0027,0.5473,0.9901,Siit_Pistachio
98268,1211.701,466.6342,269.8694,0.8158,353.7212,0.9917,99089,0.7342,1.7291,0.8411,0.758,0.0047,0.0027,0.5746,0.9936,Siit_Pistachio
96985,2202.3899,472.073,272.9789,0.8159,351.4045,0.9382,103369,0.6823,1.7293,0.2513,0.7444,0.0049,0.0028,0.5541,0.9582,Siit_Pistachio
93375,1211.931,461.9715,262.0853,0.8235,344.8025,0.9678,96480,0.7081,1.7627,0.7989,0.7464,0.0049,0.0028,0.5571,0.9819,Siit_Pistachio
78039,1407.311,467.3641,249.8392,0.8451,315.2179,0.8643,90291,0.6503,1.8707,0.4952,0.6745,0.006,0.0032,0.4549,0.851,Siit_Pistachio
86526,1148.389,429.7446,260.6699,0.795,331.9161,0.9611,90032,0.7601,1.6486,0.8245,0.7724,0.005,0.003,0.5965,0.9835,Siit_Pistachio
83653,2057.9851,435.3364,256.3692,0.8082,326.3592,0.9235,90584,0.6446,1.6981,0.2482,0.7497,0.0052,0.0031,0.562,0.9543,Siit_Pistachio
66225,1764.964,394.7585,271.001,0.7271,290.3795,0.8088,81880,0.6561,1.4567,0.2672,0.7356,0.006,0.0041,0.5411,0.7882,Siit_Pistachio
76115,1104.802,419.1025,246.62,0.8085,311.3079,0.9333,81552,0.6787,1.6994,0.7836,0.7428,0.0055,0.0032,0.5517,0.9376,Siit_Pistachio
78446,1105.793,418.8405,239.2868,0.8207,316.0388,0.9885,79357,0.6593,1.7504,0.8062,0.7546,0.0053,0.0031,0.5694,0.9966,Siit_Pistachio
92956,1275.094,484.9293,245.3009,0.8626,344.028,0.9878,94101,0.6377,1.9769,0.7185,0.7094,0.0052,0.0026,0.5033,0.995,Siit_Pistachio
107779,2136.9519,507.4967,281.3551,0.8323,370.4436,0.9394,114733,0.7077,1.8038,0.2966,0.7299,0.0047,0.0026,0.5328,0.9611,Siit_Pistachio
94959,1157.55,448.3601,270.9605,0.7967,347.7148,0.9891,96009,0.7077,1.6547,0.8906,0.7755,0.0047,0.0029,0.6014,0.9952,Siit_Pistachio
87446,2339.062,471.0525,317.6168,0.7385,333.6761,0.7702,113541,0.6111,1.4831,0.2008,0.7084,0.0054,0.0036,0.5018,0.7442,Siit_Pistachio
93975,1313.674,480.2703,251.2122,0.8523,345.9085,0.9787,96016,0.702,1.9118,0.6843,0.7202,0.0051,0.0027,0.5187,0.9917,Siit_Pistachio
86722,1997.134,478.8559,241.3967,0.8636,332.2919,0.9454,91729,0.7466,1.9837,0.2732,0.6939,0.0055,0.0028,0.4815,0.9552,Siit_Pistachio
88211,1271.2581,443.9895,256.7293,0.8159,335.1324,0.9665,91270,0.7499,1.7294,0.6859,0.7548,0.005,0.0029,0.5698,0.9853,Siit_Pistachio
70101,1939.408,361.6817,286.6979,0.6096,298.7564,0.8684,80725,0.6737,1.2615,0.2342,0.826,0.0052,0.0041,0.6823,0.8608,Siit_Pistachio
86345,1361.906,437.86,255.1431,0.8127,331.5688,0.9566,90266,0.7705,1.7161,0.585,0.7572,0.0051,0.003,0.5734,0.9841,Siit_Pistachio
87633,1362.972,443.6424,255.5,0.8175,334.0326,0.9546,91797,0.7101,1.7364,0.5928,0.7529,0.0051,0.0029,0.5669,0.9844,Siit_Pistachio
84620,1254.239,470.1725,234.7781,0.8664,328.2401,0.9521,88879,0.6564,2.0026,0.676,0.6981,0.0056,0.0028,0.4874,0.976,Siit_Pistachio
87193,1154.168,432.7812,257.9988,0.8029,333.193,0.9842,88592,0.7609,1.6775,0.8225,0.7699,0.005,0.003,0.5927,0.9943,Siit_Pistachio
73158,1987.899,474.9973,274.9922,0.8154,305.201,0.7669,95394,0.5925,1.7273,0.2326,0.6425,0.0065,0.0038,0.4128,0.7131,Siit_Pistachio
85831,1185.493,448.8785,244.3473,0.8389,330.5804,0.9823,87377,0.7485,1.8371,0.7675,0.7365,0.0052,0.0028,0.5424,0.9964,Siit_Pistachio
90762,1142.96,387.2433,301.202,0.6285,339.9438,0.9838,92260,0.7847,1.2857,0.8731,0.8779,0.0043,0.0033,0.7706,0.9908,Siit_Pistachio
96405,1220.413,477.7196,257.372,0.8425,350.3522,0.9898,97394,0.7529,1.8561,0.8134,0.7334,0.005,0.0027,0.5379,0.9983,Siit_Pistachio
89507,1203.976,469.0334,244.4654,0.8534,337.5853,0.9787,91454,0.7582,1.9186,0.7759,0.7197,0.0052,0.0027,0.518,0.9939,Siit_Pistachio
84358,1448.792,437.2679,251.7942,0.8176,327.7315,0.9636,87549,0.7274,1.7366,0.505,0.7495,0.0052,0.003,0.5617,0.9755,Siit_Pistachio
87705,1125.983,402.5046,280.5471,0.7171,334.1698,0.9825,89269,0.765,1.4347,0.8693,0.8302,0.0046,0.0032,0.6893,0.9889,Siit_Pistachio
103939,1661.2729,494.7766,273.1789,0.8338,363.7846,0.9538,108978,0.7417,1.8112,0.4733,0.7353,0.0048,0.0026,0.5406,0.9791,Siit_Pistachio
94993,1188.796,453.7733,268.4527,0.8062,347.777,0.9916,95799,0.7428,1.6903,0.8447,0.7664,0.0048,0.0028,0.5874,0.9929,Siit_Pistachio
93797,1208.501,464.4559,258.3491,0.831,345.5807,0.988,94935,0.7703,1.7978,0.8071,0.7441,0.005,0.0028,0.5536,0.9953,Siit_Pistachio
78462,1104.462,421.9737,239.858,0.8227,316.0711,0.9828,79833,0.7599,1.7593,0.8083,0.749,0.0054,0.0031,0.561,0.987,Siit_Pistachio
93512,1192.152,456.8235,261.9701,0.8192,345.0553,0.9871,94738,0.7622,1.7438,0.8268,0.7553,0.0049,0.0028,0.5705,0.9949,Siit_Pistachio
84675,1475.323,398.7496,275.5073,0.7229,328.3467,0.9486,89265,0.7252,1.4473,0.4889,0.8234,0.0047,0.0033,0.6781,0.9814,Siit_Pistachio
88942,1145.691,429.7826,265.8319,0.7858,336.5182,0.9803,90725,0.7449,1.6167,0.8515,0.783,0.0048,0.003,0.6131,0.9912,Siit_Pistachio
