% Citation Request :
% 1. OZKAN IA., KOKLU M. and SARACOGLU R. (2021). Classification of Pistachio Species Using Improved K-NN Classifier. Progress in Nutrition, Vol. 23, N. 2, pp. DOI:10.23751/pn.v23i2.9686.  (Open Access) 

% 2. SINGH D, TASPINAR YS, KURSUN R, CINAR I, KOKLU M, OZKAN IA, LEE H-N., (2022). Classification and Analysis of Pistachio Species with Pre-Trained Deep Learning Models, Electronics, 11 (7), 981. https://doi.org/10.3390/electronics11070981. (Open Access) 
% 
% DATASET: https://www.muratkoklu.com/datasets/
% Article Download (PDF): https://www.mattioli1885journals.com/index.php/progressinnutrition/article/view/9686/9178
% https://doi.org/10.3390/electronics11070981. 
% DATASET: https://www.muratkoklu.com/datasets/

@RELATION Pistachio_28_Features_Dataset
@ATTRIBUTE Area	INTEGER
@ATTRIBUTE Perimeter	REAL
@ATTRIBUTE Major_Axis	REAL
@ATTRIBUTE Minor_Axis	REAL
@ATTRIBUTE Eccentricity	REAL
@ATTRIBUTE Eqdiasq	REAL
@ATTRIBUTE Solidity	REAL
@ATTRIBUTE Convex_Area	INTEGER
@ATTRIBUTE Extent	REAL
@ATTRIBUTE Aspect_Ratio	REAL
@ATTRIBUTE Roundness	REAL
@ATTRIBUTE Compactness	REAL
@ATTRIBUTE Shapefactor_1	REAL
@ATTRIBUTE Shapefactor_2	REAL
@ATTRIBUTE Shapefactor_3	REAL
@ATTRIBUTE Shapefactor_4	REAL
@ATTRIBUTE Mean_RR	REAL
@ATTRIBUTE Mean_RG	REAL
@ATTRIBUTE Mean_RB	REAL
@ATTRIBUTE StdDev_RR	REAL
@ATTRIBUTE StdDev_RG	REAL
@ATTRIBUTE StdDev_RB	REAL
@ATTRIBUTE Skew_RR	REAL
@ATTRIBUTE Skew_RG	REAL
@ATTRIBUTE Skew_RB	REAL
@ATTRIBUTE Kurtosis_RR	REAL
@ATTRIBUTE Kurtosis_RG	REAL
@ATTRIBUTE Kurtosis_RB	REAL
@ATTRIBUTE Class	{Kirmizi_Pistachio, Siirt_Pistachio}

@DATA
87714,1129.559,420.5236,266.0945,0.7743,334.187,0.9903,88577,0.7704,1.5804,0.8639,0.7947,0.0048,0.003,0.6315,0.9981,220.4374,210.1075,191.7991,19.1685,20.0094,22.3142,-0.9663,-0.7286,0.1719,3.9963,3.7253,3.6119,Siirt_Pistachio
92332,1138.6899,418.073,282.4232,0.7373,342.8713,0.9902,93243,0.7491,1.4803,0.8949,0.8201,0.0045,0.0031,0.6726,0.9957,216.6117,197.174,163.916,19.4221,18.7061,17.4287,-0.2868,-0.184,-4.0E-4,2.2404,2.1957,2.2532,Siirt_Pistachio
77186,1120.665,412.1001,252.0425,0.7912,313.4904,0.9287,83114,0.7544,1.635,0.7723,0.7607,0.0053,0.0033,0.5787,0.9462,219.1209,206.0635,192.6969,21.8877,23.7854,21.3307,-0.9134,-0.8519,-0.6902,2.8945,2.7695,2.8018,Siirt_Pistachio
93132,1259.1639,496.3706,240.5346,0.8747,344.3535,0.9786,95168,0.7822,2.0636,0.7381,0.6937,0.0053,0.0026,0.4813,0.9932,221.742,204.8957,174.1327,20.1973,19.5084,21.1315,-0.629,-0.6983,-0.8442,3.0308,3.089,3.4882,Siirt_Pistachio
79354,1083.526,415.9208,244.2201,0.8095,317.8626,0.9828,80742,0.7481,1.7031,0.8494,0.7642,0.0052,0.0031,0.5841,0.9947,228.153,207.2104,180.9736,20.2202,19.3567,16.7355,-0.8943,-0.99,-1.2997,3.1975,3.5858,5.5879,Siirt_Pistachio
100177,1662.459,440.0412,303.7487,0.7235,357.1405,0.9159,109374,0.7243,1.4487,0.4555,0.8116,0.0044,0.003,0.6587,0.9543,217.3218,198.5429,175.9407,20.0486,20.0049,20.7987,-0.6142,-0.6064,0.0523,2.4966,2.5418,3.4071,Siirt_Pistachio
95526,1284.6899,479.6198,258.1219,0.8428,348.7513,0.9697,98507,0.6603,1.8581,0.7273,0.7271,0.005,0.0027,0.5287,0.9824,222.303,202.9673,174.3658,26.0402,24.9154,26.547,-0.5849,-0.4581,0.0413,2.1821,2.0298,2.4778,Siirt_Pistachio
98129,1239.908,470.1041,267.5849,0.8222,353.471,0.9868,99443,0.7457,1.7568,0.8021,0.7519,0.0048,0.0027,0.5654,0.9932,215.4568,200.1174,174.0434,17.0877,16.8306,16.1142,-0.5476,-0.6526,-0.2371,2.8615,3.1842,2.8079,Siirt_Pistachio
85313,1171.661,454.5264,240.0397,0.8492,329.5814,0.9883,86320,0.7478,1.8935,0.7809,0.7251,0.0053,0.0028,0.5258,0.9956,230.837,227.2985,205.2375,22.2156,24.1973,28.5927,-0.9922,-0.8358,-0.585,3.2778,2.8746,2.1257,Siirt_Pistachio
71350,2113.4661,436.2046,306.2167,0.7122,301.4061,0.7242,98517,0.5715,1.4245,0.2007,0.691,0.0061,0.0043,0.4774,0.6801,217.0979,201.1454,172.9523,21.4161,21.9806,19.7338,-0.5589,-0.4325,-0.2186,2.3477,2.3208,2.2003,Siirt_Pistachio
97328,1828.9189,468.0632,273.5379,0.8115,352.0254,0.9413,103392,0.7235,1.7111,0.3656,0.7521,0.0048,0.0028,0.5656,0.9679,220.1906,198.6777,180.0445,23.1312,24.1385,23.6357,-0.5317,-0.584,-0.1062,2.2145,2.2805,2.8943,Siirt_Pistachio
105917,1248.7889,485.3617,279.5394,0.8175,367.2298,0.9941,106547,0.7844,1.7363,0.8535,0.7566,0.0046,0.0026,0.5725,0.994,233.1012,224.8674,200.7125,18.0173,21.2568,29.3908,-0.9849,-0.6529,-0.5712,3.9499,2.8313,2.3354,Siirt_Pistachio
94878,1223.4561,456.3841,266.9052,0.8112,347.5664,0.9819,96629,0.7511,1.7099,0.7965,0.7616,0.0048,0.0028,0.58,0.9917,233.7125,226.6567,213.9658,21.5549,25.1726,26.5151,-0.9906,-0.8955,-0.9199,3.2102,2.8856,2.974,Siirt_Pistachio
99268,1192.87,462.9453,274.6567,0.805,355.5164,0.9944,99830,0.7011,1.6855,0.8767,0.7679,0.0047,0.0028,0.5897,0.994,231.457,227.7665,209.4658,16.3256,17.8252,18.3791,-0.4684,-0.4455,-0.3318,2.9184,2.8378,2.784,Siirt_Pistachio
81483,1222.8781,417.4009,253.3814,0.7947,322.0984,0.955,85321,0.7201,1.6473,0.6847,0.7717,0.0051,0.0031,0.5955,0.981,221.3734,205.3145,177.6766,22.2221,22.4758,25.9852,-0.558,-0.3762,-0.1005,2.5469,2.2951,2.2294,Siirt_Pistachio
87607,1661.925,482.3524,235.0344,0.8733,333.9831,0.9489,92321,0.7357,2.0523,0.3986,0.6924,0.0055,0.0027,0.4794,0.9839,215.2757,198.8841,176.1705,18.1289,18.8168,22.3288,-0.8491,-0.7316,-0.3385,3.2438,2.8741,3.008,Siirt_Pistachio
90130,2025.785,466.4419,268.1537,0.8182,338.7581,0.912,98829,0.6903,1.7395,0.276,0.7263,0.0052,0.003,0.5275,0.9175,224.6459,213.5148,189.9799,21.2332,22.2319,23.4103,-0.8802,-0.7273,-0.244,3.1773,2.93,2.2706,Siirt_Pistachio
77562,2216.447,464.2564,227.8966,0.8712,314.2531,0.9085,85375,0.6094,2.0371,0.1984,0.6769,0.006,0.0029,0.4582,0.9334,232.4636,225.3837,195.254,22.4017,24.653,23.0531,-1.1141,-0.994,-0.8077,3.3086,3.0744,3.0565,Siirt_Pistachio
83139,1226.787,454.3604,237.3384,0.8527,325.355,0.9585,86739,0.7711,1.9144,0.6942,0.7161,0.0055,0.0029,0.5128,0.9816,236.4707,229.1297,205.2415,22.9953,27.812,33.4994,-1.3085,-1.0466,-0.743,3.6818,3.0132,2.9329,Siirt_Pistachio
78985,1150.403,448.1946,225.1742,0.8646,317.1227,0.983,80347,0.7314,1.9904,0.75,0.7076,0.0057,0.0029,0.5006,0.9965,228.3481,216.9258,197.884,20.7397,20.2707,18.8577,-1.3985,-1.3271,-0.9786,4.6024,4.3296,3.7264,Siirt_Pistachio
92827,1778.875,470.9737,257.7242,0.837,343.7892,0.9451,98219,0.7462,1.8274,0.3686,0.73,0.0051,0.0028,0.5328,0.9737,220.2893,206.0347,186.1194,18.3209,18.9946,20.0495,-0.9675,-0.7858,-0.5884,3.5007,3.1006,2.8007,Siirt_Pistachio
74575,1328.7841,425.6162,226.3455,0.8469,308.1425,0.9689,76966,0.624,1.8804,0.5308,0.724,0.0057,0.003,0.5242,0.9856,219.3565,212.2191,197.9443,18.4524,19.4196,22.2997,-1.0678,-0.851,-0.4743,4.126,3.5478,3.1773,Siirt_Pistachio
73700,1140.452,420.0525,224.3072,0.8455,306.3295,0.9851,74814,0.6485,1.8727,0.7121,0.7293,0.0057,0.003,0.5318,0.9959,228.1831,225.9764,203.6207,19.1305,19.7419,21.8763,-1.26,-0.9776,-0.5409,4.3055,3.6308,2.8588,Siirt_Pistachio
90542,1284.462,470.7375,271.6736,0.8167,339.5315,0.8834,102493,0.6979,1.7327,0.6896,0.7213,0.0052,0.003,0.5202,0.9014,226.0167,211.7237,183.33,23.5426,23.6931,21.5573,-0.9077,-0.8843,-0.751,2.8015,2.712,2.6397,Siirt_Pistachio
95253,2482.2429,480.2714,268.5241,0.8291,348.2526,0.9189,103661,0.7235,1.7886,0.1943,0.7251,0.005,0.0028,0.5258,0.9404,229.2355,218.1222,204.7759,22.641,23.7874,22.746,-1.1307,-1.0297,-0.57,3.4649,3.2899,3.1196,Siirt_Pistachio
95120,1239.937,480.1718,253.7507,0.849,348.0094,0.9779,97267,0.7501,1.8923,0.7775,0.7248,0.005,0.0027,0.5253,0.994,226.0378,210.3372,182.2559,21.3553,20.6023,19.0587,-0.8013,-0.7272,-0.2458,3.1849,3.064,3.1225,Siirt_Pistachio
97449,1425.244,482.2637,258.4121,0.8443,352.2441,0.9757,99879,0.7749,1.8663,0.6028,0.7304,0.0049,0.0027,0.5335,0.9956,229.2778,212.6895,183.7229,19.2637,19.0411,21.9876,-1.1163,-1.0072,-0.5195,3.8684,3.6507,2.8469,Siirt_Pistachio
85203,2385.498,462.1089,249.014,0.8424,329.3688,0.9174,92876,0.7229,1.8558,0.1882,0.7128,0.0054,0.0029,0.508,0.9428,229.0044,207.0484,177.4061,20.1813,21.3951,21.1076,-1.1398,-1.0049,-0.9046,3.6022,3.214,3.3707,Siirt_Pistachio
68393,1265.639,346.7655,260.7917,0.6591,295.0943,0.9282,73682,0.7395,1.3297,0.5365,0.851,0.0051,0.0038,0.7242,0.9629,212.7342,194.2828,170.3193,17.407,18.0723,17.7858,-0.8145,-0.9193,-0.8307,2.9438,3.2546,3.1273,Siirt_Pistachio
103396,1209.66,465.0586,284.3735,0.7913,362.8331,0.9942,104004,0.7108,1.6354,0.8879,0.7802,0.0045,0.0028,0.6087,0.9954,225.6969,216.043,184.2846,16.2885,17.1792,20.5042,-0.814,-0.6161,-0.2213,3.8155,3.164,2.7166,Siirt_Pistachio
73336,1412.368,424.1948,226.8509,0.845,305.5721,0.9383,78156,0.7441,1.8699,0.462,0.7204,0.0058,0.0031,0.5189,0.9703,221.87,204.1318,177.65,17.6418,18.4966,16.2252,-0.6733,-0.768,-0.4446,3.0049,3.054,3.2828,Siirt_Pistachio
88357,2152.5439,445.4917,278.173,0.7811,335.4096,0.9071,97403,0.7421,1.6015,0.2396,0.7529,0.005,0.0031,0.5669,0.9078,220.4684,203.9326,189.9359,18.569,23.9951,23.1217,-0.824,-1.0769,-0.2662,3.1302,3.4985,3.1287,Siirt_Pistachio
94946,1260.027,485.1931,251.2239,0.8555,347.6909,0.9844,96449,0.7446,1.9313,0.7515,0.7166,0.0051,0.0026,0.5135,0.9918,232.259,216.6059,189.4432,22.6033,22.3082,24.5752,-1.2023,-1.0888,-0.5262,3.6846,3.4433,3.0662,Siirt_Pistachio
91490,1265.5229,495.8903,235.4795,0.8801,341.3044,0.9852,92869,0.6889,2.1059,0.7179,0.6883,0.0054,0.0026,0.4737,0.9976,231.9126,216.3369,192.9243,25.0083,25.4417,26.9171,-1.2217,-1.1389,-0.8562,3.4384,3.1888,2.9661,Siirt_Pistachio
104658,1324.153,498.0497,268.754,0.8419,365.0407,0.9879,105942,0.7685,1.8532,0.7501,0.7329,0.0048,0.0026,0.5372,0.9955,231.3602,216.3581,191.3325,18.6643,17.4588,18.404,-1.3944,-1.3342,-0.3617,5.2269,5.0928,4.6195,Siirt_Pistachio
83962,2205.3831,431.3315,278.8109,0.763,326.9614,0.8369,100320,0.6498,1.547,0.2169,0.758,0.0051,0.0033,0.5746,0.8889,220.1958,204.8793,177.3182,21.383,22.537,18.7259,-0.9192,-0.8273,-0.7575,2.9471,2.8027,3.1091,Siirt_Pistachio
100664,1287.78,490.9807,262.7903,0.8447,358.0075,0.9788,102842,0.7759,1.8683,0.7628,0.7292,0.0049,0.0026,0.5317,0.9934,229.9789,217.6007,181.19,24.5682,25.1725,24.6799,-1.0058,-0.7943,-0.5952,2.9525,2.6996,2.5509,Siirt_Pistachio
87518,1198.6479,441.6941,255.6257,0.8155,333.8134,0.9712,90110,0.7176,1.7279,0.7655,0.7558,0.005,0.0029,0.5712,0.9869,225.3006,211.5879,198.5785,21.5373,22.3618,21.0605,-1.1935,-1.2166,-0.9114,3.4005,3.38,3.624,Siirt_Pistachio
113794,1605.097,451.1695,334.9978,0.6698,380.6403,0.9299,122368,0.7595,1.3468,0.555,0.8437,0.004,0.0029,0.7118,0.9586,214.5204,203.7464,198.7455,20.5294,25.5615,25.801,-0.3681,-0.271,-0.4697,2.4514,2.1532,2.4446,Siirt_Pistachio
81576,1157.693,419.6071,249.0175,0.8049,322.2822,0.9854,82785,0.748,1.6851,0.7649,0.7681,0.0051,0.0031,0.5899,0.994,224.0733,210.4344,190.7823,22.196,22.8785,24.9719,-0.9282,-0.919,-0.8389,2.9037,2.8671,2.895,Siirt_Pistachio
97551,1246.896,459.2454,274.0821,0.8024,352.4284,0.977,99845,0.6695,1.6756,0.7885,0.7674,0.0047,0.0028,0.5889,0.9868,223.9284,218.3995,195.7872,23.3128,26.1631,22.452,-1.0218,-1.0846,-0.9723,3.0826,3.2385,2.9647,Siirt_Pistachio
89097,1200.679,439.743,262.8702,0.8017,336.8112,0.9637,92450,0.7836,1.6729,0.7766,0.7659,0.0049,0.003,0.5866,0.9814,220.9308,208.9751,197.084,21.8922,22.7632,25.1872,-0.9031,-0.8184,0.172,2.9472,2.8519,2.9955,Siirt_Pistachio
91471,1366.97,484.3947,241.8455,0.8664,341.269,0.9812,93228,0.7294,2.0029,0.6151,0.7045,0.0053,0.0026,0.4964,0.9942,235.3902,224.8996,195.6875,23.1051,24.7887,24.6871,-1.2845,-0.9984,-0.7277,3.7048,3.1674,2.795,Siirt_Pistachio
77788,1123.2209,412.8726,245.592,0.8038,314.7106,0.9642,80677,0.7315,1.6811,0.7748,0.7622,0.0053,0.0032,0.581,0.9768,225.1495,215.1128,198.2838,22.0362,22.4895,22.3576,-1.0802,-0.9757,-0.616,3.3219,2.9986,2.7051,Siirt_Pistachio
75150,1189.772,416.1808,233.3825,0.828,309.3282,0.9784,76812,0.6388,1.7833,0.6671,0.7433,0.0055,0.0031,0.5524,0.9851,216.6269,203.4305,178.5491,15.9652,15.8875,17.0639,-1.1125,-1.1422,-1.0693,3.7793,4.0685,4.2969,Siirt_Pistachio
92179,1205.649,479.1033,245.9326,0.8582,342.5871,0.9895,93153,0.6225,1.9481,0.7969,0.7151,0.0052,0.0027,0.5113,0.9961,235.5226,223.8713,199.7006,21.4502,21.7719,20.4385,-1.4018,-1.3126,-1.0307,4.3451,4.0708,3.4657,Siirt_Pistachio
95794,2214.8999,456.27,282.8162,0.7847,349.2402,0.9311,102884,0.6213,1.6133,0.2454,0.7654,0.0048,0.003,0.5859,0.9452,222.0636,210.0209,191.91,21.908,23.2789,16.7139,-0.6431,-0.7424,-0.5147,2.5442,2.9111,3.2303,Siirt_Pistachio
88499,1221.704,470.8213,244.8179,0.8542,335.679,0.9685,91376,0.7397,1.9231,0.7451,0.713,0.0053,0.0028,0.5083,0.9776,234.035,228.8169,215.9998,25.2145,29.8833,26.8095,-1.0398,-0.9489,-0.7455,2.9839,2.7153,2.5172,Siirt_Pistachio
79481,1810.2469,431.7867,240.7829,0.8301,318.1169,0.9561,83129,0.7501,1.7933,0.3048,0.7367,0.0054,0.003,0.5428,0.9734,222.3642,211.509,194.1483,22.3037,25.8385,27.3582,-0.8096,-0.5805,-0.847,2.6656,2.3306,2.9269,Siirt_Pistachio
81234,2324.2061,466.2721,234.8985,0.8638,321.6059,0.9185,88444,0.7156,1.985,0.189,0.6897,0.0057,0.0029,0.4757,0.9443,225.2541,207.9238,191.1129,23.4494,28.0078,24.0928,-0.607,-0.5656,-0.3554,2.3889,2.3333,2.2469,Siirt_Pistachio
100291,1232.92,471.6781,271.6536,0.8175,357.3436,0.9916,101143,0.7575,1.7363,0.8291,0.7576,0.0047,0.0027,0.574,0.9966,223.2672,212.7084,191.3565,19.8208,20.8786,22.3931,-0.6876,-0.5659,-0.2619,3.3575,3.0516,2.6501,Siirt_Pistachio
92362,1215.6071,463.6023,255.0006,0.8351,342.927,0.9831,93945,0.7419,1.818,0.7854,0.7397,0.005,0.0028,0.5472,0.9948,227.9319,214.4834,194.438,21.1755,20.7805,23.0327,-1.0637,-1.0387,-0.7622,3.5509,3.4486,3.1242,Siirt_Pistachio
97082,1276.238,491.453,253.0796,0.8572,351.5802,0.9784,99226,0.7122,1.9419,0.749,0.7154,0.0051,0.0026,0.5118,0.9938,220.8686,214.7571,191.1057,24.1353,26.14,27.3414,-0.5862,-0.5324,-0.6161,2.255,2.2129,2.3988,Siirt_Pistachio
84903,1136.322,440.568,245.8601,0.8298,328.7885,0.9892,85832,0.7516,1.7919,0.8263,0.7463,0.0052,0.0029,0.5569,0.998,217.9537,200.8245,177.6475,19.6449,19.6218,20.1816,-0.633,-0.5024,-0.3463,2.775,2.5494,3.3055,Siirt_Pistachio
86843,1145.049,435.181,255.3618,0.8097,332.5236,0.9908,87651,0.7374,1.7042,0.8323,0.7641,0.005,0.0029,0.5839,0.995,233.5654,231.2207,214.1652,21.7878,23.0657,21.2965,-1.174,-0.9737,-0.627,4.1085,3.403,2.6095,Siirt_Pistachio
98374,1244.6,465.6612,269.7657,0.8151,353.912,0.9848,99890,0.7997,1.7262,0.7981,0.76,0.0047,0.0027,0.5776,0.9971,225.8919,215.4257,193.4317,21.5142,21.2088,20.8609,-1.1654,-1.1662,-0.8284,3.4921,3.475,3.104,Siirt_Pistachio
79758,1142.656,431.2731,248.4844,0.8173,318.6707,0.9332,85467,0.7218,1.7356,0.7676,0.7389,0.0054,0.0031,0.546,0.9476,226.627,217.2352,203.065,20.6266,24.4362,24.9926,-0.9518,-0.6667,-0.4201,3.4464,2.8521,2.7344,Siirt_Pistachio
97881,2399.23,461.0921,296.1725,0.7664,353.024,0.8852,110573,0.6879,1.5568,0.2137,0.7656,0.0047,0.003,0.5862,0.9126,216.2786,200.2282,192.6386,23.4614,27.897,20.9181,-0.3429,-0.351,-0.3178,2.3043,2.1857,2.6421,Siirt_Pistachio
82845,1371.0861,387.9522,290.9736,0.6614,324.7792,0.9185,90196,0.7567,1.3333,0.5538,0.8372,0.0047,0.0035,0.7008,0.9344,217.9907,206.2826,192.7075,21.2245,24.6828,19.4028,-0.7215,-0.6769,-0.4782,2.596,2.4596,2.6351,Siirt_Pistachio
101281,1219.189,461.6475,281.6429,0.7923,359.103,0.9916,102136,0.7713,1.6391,0.8562,0.7779,0.0046,0.0028,0.6051,0.9918,219.4929,211.0502,195.0742,23.3803,24.2633,26.1091,-0.6066,-0.544,-0.5521,2.314,2.2797,2.302,Siirt_Pistachio
89782,1203.046,458.3397,249.983,0.8382,338.1035,0.9873,90935,0.7769,1.8335,0.7795,0.7377,0.0051,0.0028,0.5442,0.9977,213.248,217.8943,214.001,21.6046,22.4736,21.2526,-1.106,-0.9581,-0.7235,3.5261,3.0868,2.7016,Siirt_Pistachio
95045,1292.514,476.183,270.0937,0.8236,347.8722,0.9194,103372,0.6982,1.763,0.7149,0.7305,0.005,0.0028,0.5337,0.9409,219.8985,210.4546,202.1812,23.6025,29.7537,22.9495,-0.5203,-0.5003,-0.4567,2.2221,2.0966,2.2282,Siirt_Pistachio
91065,1180.948,459.1751,255.8426,0.8304,340.5107,0.9748,93420,0.761,1.7948,0.8205,0.7416,0.005,0.0028,0.5499,0.987,226.4929,218.8884,207.869,21.8763,24.8122,24.8889,-0.905,-0.6982,-0.5003,3.0654,2.5753,2.0758,Siirt_Pistachio
109819,1628.713,492.1519,296.1749,0.7987,373.933,0.9518,115380,0.7519,1.6617,0.5202,0.7598,0.0045,0.0027,0.5773,0.9593,229.6012,220.4418,214.064,21.5216,23.3358,25.4882,-1.2509,-1.0683,-0.6526,4.1292,3.7788,3.3563,Siirt_Pistachio
100331,1660.769,469.847,280.7718,0.8018,357.4149,0.9505,105555,0.7528,1.6734,0.4571,0.7607,0.0047,0.0028,0.5787,0.9684,220.2655,202.911,185.4672,21.4243,21.8061,22.7621,-0.6533,-0.5814,0.1503,2.5919,2.5876,3.1751,Siirt_Pistachio
96967,1386.6689,474.9691,269.3656,0.8236,351.3719,0.9389,103274,0.7287,1.7633,0.6337,0.7398,0.0049,0.0028,0.5473,0.965,230.2639,216.8505,207.9721,25.2384,28.4676,21.8887,-0.8706,-0.7052,-0.7669,2.6985,2.5465,2.9666,Siirt_Pistachio
81225,2364.6641,452.573,248.7529,0.8354,321.5881,0.9009,90161,0.6674,1.8194,0.1825,0.7106,0.0056,0.0031,0.5049,0.9186,216.7673,203.038,190.8832,24.6211,26.6163,23.5527,-0.2944,-0.4062,-0.7992,2.0308,2.1004,3.1183,Siirt_Pistachio
98270,1244.259,464.5867,274.7918,0.8063,353.7248,0.9638,101957,0.7344,1.6907,0.7976,0.7614,0.0047,0.0028,0.5797,0.9801,229.3622,218.4275,206.403,23.1248,25.9832,23.955,-0.8921,-0.7971,-0.7109,3.0051,2.7811,2.7439,Siirt_Pistachio
84382,1231.981,488.2212,233.7021,0.878,327.7781,0.9228,91439,0.7132,2.0891,0.6986,0.6714,0.0058,0.0028,0.4507,0.9416,224.8438,214.1279,182.915,21.8573,24.2663,25.3193,-0.8093,-0.6281,-0.1792,2.8558,2.4635,2.3604,Siirt_Pistachio
78332,2115.9021,460.0739,254.7395,0.8327,315.8091,0.855,91614,0.6632,1.8061,0.2199,0.6864,0.0059,0.0033,0.4712,0.851,224.362,204.5549,186.563,21.7619,21.8473,21.2701,-0.9159,-0.9283,-0.8399,3.0346,3.0113,2.927,Siirt_Pistachio
82798,1150.248,446.9677,236.2998,0.8488,324.6871,0.9881,83797,0.7572,1.8915,0.7864,0.7264,0.0054,0.0029,0.5277,0.9981,227.7925,222.2057,205.72,23.1073,24.9947,25.6048,-1.0206,-0.8299,-0.6776,3.1862,2.7324,2.5395,Siirt_Pistachio
80033,1820.825,432.656,260.9348,0.7977,319.2196,0.9007,88853,0.6782,1.6581,0.3033,0.7378,0.0054,0.0033,0.5444,0.9026,212.4443,195.1516,169.6972,22.6404,21.6903,18.3904,-0.4294,-0.4192,-0.4643,2.0353,2.1202,3.2849,Siirt_Pistachio
79657,1162.9969,431.3292,239.7418,0.8313,318.4689,0.9638,82651,0.7782,1.7991,0.7401,0.7383,0.0054,0.003,0.5452,0.9808,224.4517,199.9928,168.9488,21.305,21.4645,20.7484,-0.706,-0.5351,-0.398,2.6943,2.436,2.2237,Siirt_Pistachio
87357,1788.918,444.6218,264.1679,0.8044,333.5062,0.9345,93477,0.6632,1.6831,0.343,0.7501,0.0051,0.003,0.5626,0.947,217.6155,207.1231,188.8369,21.1891,23.3622,26.2756,-0.617,-0.6128,-0.0766,2.6571,2.7088,2.6828,Siirt_Pistachio
78001,1133.2209,418.0582,243.2682,0.8133,315.1412,0.962,81085,0.7542,1.7185,0.7633,0.7538,0.0054,0.0031,0.5682,0.9765,222.0647,210.7262,196.5378,26.5295,27.8921,30.6779,-0.5015,-0.3787,-0.2765,2.0595,2.0438,2.3405,Siirt_Pistachio
98007,1273.3101,493.9856,254.769,0.8567,353.2512,0.9823,99772,0.7377,1.939,0.7596,0.7151,0.005,0.0026,0.5114,0.9915,227.7993,217.0374,191.2281,21.4867,21.8977,21.0399,-0.9649,-0.8303,-0.5475,3.266,2.9562,2.8871,Siirt_Pistachio
79318,2589.49,429.3032,279.5817,0.7589,317.7905,0.8666,91528,0.6634,1.5355,0.1486,0.7402,0.0054,0.0035,0.548,0.8414,218.2064,208.2233,195.6511,22.8165,25.8743,21.275,-0.6813,-0.5491,-0.4066,2.6655,2.4263,2.3858,Siirt_Pistachio
91331,1211.104,496.3892,234.8878,0.881,341.0077,0.9899,92263,0.6624,2.1133,0.7825,0.687,0.0054,0.0026,0.4719,0.9973,226.4137,217.972,202.8048,20.9219,20.8734,19.7805,-1.1209,-0.9335,-0.8231,3.5844,3.223,3.009,Siirt_Pistachio
87261,1193.119,446.9576,250.5252,0.8281,333.3229,0.9867,88437,0.7979,1.7841,0.7703,0.7458,0.0051,0.0029,0.5562,0.9922,216.913,207.0914,189.0757,18.7273,18.7953,19.4299,-1.0519,-0.8126,0.5177,4.0583,3.9959,5.2031,Siirt_Pistachio
83522,2062.064,453.1792,335.8377,0.6714,326.1035,0.7482,111637,0.6197,1.3494,0.2468,0.7196,0.0054,0.004,0.5178,0.6987,215.5671,212.0582,190.9536,15.2693,15.9589,16.5277,-1.5531,-1.4383,-0.6969,5.631,5.3912,4.513,Siirt_Pistachio
60739,1894.082,398.169,249.228,0.7799,278.0923,0.7287,83355,0.5833,1.5976,0.2128,0.6984,0.0066,0.0041,0.4878,0.7793,212.8504,203.9551,180.2037,18.859,21.2099,19.322,-0.8175,-0.6774,-0.1673,3.0795,2.818,2.4374,Siirt_Pistachio
82943,2218.355,442.2362,262.8643,0.8042,324.9713,0.8947,92706,0.6729,1.6824,0.2118,0.7348,0.0053,0.0032,0.54,0.9085,226.5323,216.1717,207.759,22.0915,25.0825,20.6023,-1.0048,-1.1057,-0.9499,3.1564,3.5048,3.3222,Siirt_Pistachio
83717,1154.635,449.5482,238.1581,0.8481,326.484,0.9891,84641,0.7789,1.8876,0.7891,0.7262,0.0054,0.0028,0.5274,0.9956,229.8622,213.2451,186.1808,19.2271,18.7397,20.0527,-1.407,-1.3697,-0.3826,4.8184,4.8018,4.5214,Siirt_Pistachio
95334,1251.7111,488.1582,249.2888,0.8598,348.4007,0.9858,96705,0.7721,1.9582,0.7646,0.7137,0.0051,0.0026,0.5094,0.9975,224.6722,210.3973,179.637,23.4085,24.2855,22.0737,-0.6492,-0.447,-0.4217,2.6227,2.3029,2.2124,Siirt_Pistachio
82596,1187.22,434.1503,242.905,0.8288,324.2907,0.9866,83715,0.7854,1.7873,0.7364,0.747,0.0053,0.0029,0.5579,0.9972,231.5874,216.7768,191.1336,21.3077,20.2037,20.7896,-1.3716,-1.3355,-0.959,4.2148,4.2198,3.9226,Siirt_Pistachio
86929,1192.085,461.5544,242.4985,0.8509,332.6882,0.975,89158,0.7725,1.9033,0.7687,0.7208,0.0053,0.0028,0.5196,0.9889,225.5391,211.8541,191.9568,24.8766,27.7489,24.6314,-0.6072,-0.4155,-0.4508,2.3553,2.1445,2.1079,Siirt_Pistachio
86409,1345.272,381.4589,292.9682,0.6404,331.6917,0.9546,90523,0.7862,1.302,0.6,0.8695,0.0044,0.0034,0.7561,0.9845,223.4434,206.0221,190.5583,20.4152,21.6314,19.9222,-0.7029,-0.7763,-0.7408,3.0419,2.8471,3.6514,Siirt_Pistachio
